scenario,status,p50_ms,p95_ms,max_ms,min_ms,statuses,url,error
base,success,133.811,547.143,558.809,105.691,"{""200"":20}",http://127.0.0.1:18080/api/games?upcomingOnly=false&playerCountExact=false&page=0&size=24,
keyword,success,26.737,40.124,45.161,20.378,"{""200"":20}",http://127.0.0.1:18080/api/games?upcomingOnly=false&playerCountExact=false&page=0&size=24&keyword=%EB%B8%8C%EB%9D%BC%EC%8A%A4%3A+%EB%B2%84%EB%B0%8D%EC%97%84,
player-count,success,996.268,2253.325,2297.281,648.639,"{""200"":20}",http://127.0.0.1:18080/api/games?upcomingOnly=false&playerCountExact=false&page=0&size=24&playerCount=4,
relation-theme-mechanism,success,2808.385,13612.511,17944.983,1290.516,"{""200"":20}",http://127.0.0.1:18080/api/games?upcomingOnly=false&playerCountExact=false&page=0&size=24&theme=BOOK_BGG_1117&mechanism=HAND_MANAGEMENT,
complex,success,2150.733,34601.407,55715.732,950.079,"{""200"":20}",http://127.0.0.1:18080/api/games?upcomingOnly=false&playerCountExact=false&page=0&size=24&playerCount=4&complexityMin=2.00&complexityMax=4.00&theme=BOOK_BGG_1117&mechanism=HAND_MANAGEMENT,
flags-upcoming-exact,success,17.812,28.032,31.999,11.380,"{""200"":20}",http://127.0.0.1:18080/api/games?upcomingOnly=true&playerCountExact=true&playerCountMin=4&playerCountMax=4&page=0&size=24,
